author;author_type;city;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;district;street;underground
Whitewill;Агентство недвижимости;Moskva;8;32;1;48.6;503288.0;24459800;2025;31.0;7.0;Danilovskij;Letnikovskaja;Paveletskaja
Whitewill;Агентство недвижимости;Moskva;3;27;1;47.8;512552.0;24500000;2025;17.0;22.0;Zamoskvorech'e;Letnikovskaja;Paveletskaja
ЕГСН Продажа;Агентство недвижимости;Moskva;14;22;1;38.4;649739.0;24950000;2022;22.0;8.0;Krasnosel'skij;Bol'shaja Spasskaja;Krasnye vorota
White and Broughton;Агентство недвижимости;Moskva;17;41;1;40.4;618811.0;25000000;2021;15.0;9.0;Horoshevskij;Leningradskij prospekt;Aeroport
White and Broughton;Агентство недвижимости;Moskva;9;41;1;40.5;617283.0;25000000;2022;17.0;9.0;Horoshevskij;Leningradskij prospekt;Aeroport
Cristall Realty;Агентство недвижимости;Moskva;23;30;1;53.1;470809.0;25000000;2022;;20.0;Jakimanka;Mytnaja;Oktjabr'skaja
МИЦ;Застройщик;Moskva;5;10;1;202.0;125226.0;25295814;2023;20.0;;Zamoskvorech'e;Stremjannyj pereulok;Paveletskaja
MR Group;Застройщик;Moskva;3;15;1;41.8;610000.0;25498000;2023;;3.0;Begovoj;Severnyj ao;Belorusskaja
MR Group;Застройщик;Moskva;2;28;1;43.17;592927.0;25596701;2023;12.0;;Danilovskij;Dubininskaja;Paveletskaja
Whitewill;Агентство недвижимости;Moskva;5;32;1;56.0;454928.0;25476000;2025;30.0;5.0;Danilovskij;Letnikovskaja;Paveletskaja
EstateLiga;Агентство недвижимости;Moskva;10;20;1;44.5;579775.0;25800000;2019;19.0;20.0;Filevskij park;Bol'shaja Filevskaja;Fili
Стадион Спартак;Застройщик;Moskva;2;22;1;53.2;491100.0;26126520;2025;14.0;10.0;Pokrovskoe-Streshnevo;Severo-Zapadnyj ao;Spartak
Kalinka Group;Агентство недвижимости;Moskva;6;9;1;55.0;472545.0;25990000;1892;;;Tverskoj;Samotechnaja;Tsvetnoj bul'var
Этажи Москва;Агентство недвижимости;Moskva;4;13;1;50.0;530000.0;26500000;2016;;16.0;Preobrazhenskoe;Krasnobogatyrskaja;Preobrazhenskaja ploschad'
НДВ;Агентство недвижимости;Moskva;33;48;1;63.0;420634.0;26500000;2011;;15.0;Horoshevo-Mnevniki;prospekt Marshala Zhukova;Narodnoe Opolchenie
Verges of estate;Агентство недвижимости;Moskva;10;28;1;48.0;558333.0;26800000;2011;;;Troparevo-Nikulino;Michurinskij prospekt Olimpijskaja derevnja;Michurinskij prospekt
Елена Разинкова;Риелтор;Moskva;4;20;1;43.2;625000.0;27000000;2020;20.0;15.0;Horoshevo-Mnevniki;Parshina;Oktjabr'skoe pole
MR Group;Застройщик;Moskva;12;57;1;202.0;135241.0;27318812;2023;;;Filevskij park;;Fili
Стадион Спартак;Застройщик;Moskva;3;22;1;51.5;533800.0;27490700;2024;14.0;10.0;Pokrovskoe-Streshnevo;Severo-Zapadnyj ao;Spartak
Аеон-Девелопмент;Застройщик;Moskva;4;45;1;202.0;136114.0;27495143;2026;;;Dorogomilovo;Kutuzovskij proezd;Fili
Анатолий Зверев;Риелтор;Moskva;27;44;1;45.7;601750.0;27500000;2018;17.0;15.0;Presnenskij;Hodynskaja;Ulitsa 1905 goda
Этажи Москва;Агентство недвижимости;Moskva;12;14;1;40.6;684729.0;27800000;2017;;15.0;Danilovskij;Arhitektora Schuseva;Avtozavodskaja
Адресат;Агентство недвижимости;Moskva;3;9;1;45.4;612334.0;27800000;1976;17.0;10.0;Hamovniki;Ruzhejnyj pereulok;Smolenskaja
494 УНР;Застройщик;Moskva;2;20;1;42.9;655000.0;28099500;2021;;;Sokol'niki;Matrosskaja Tishina;Sokol'niki
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;2;6;1;38.0;736842.0;28000000;2016;24.0;;Begovoj;3-ja Jamskogo Polja;Belorusskaja
Moscow Sothebys International Realty;Агентство недвижимости;Moskva;5;7;1;42.2;662322.0;27950000;2017;20.0;12.0;Zamoskvorech'e;Shljuzovaja naberezhnaja;
Chase R.E.S.;Агентство недвижимости;Moskva;12;21;1;50.0;560000.0;28000000;2014;25.0;13.0;Ramenki;Mosfil'movskaja;Ramenki
Estes;Агентство недвижимости;Moskva;32;42;1;43.1;649628.0;27999000;2020;13.0;21.0;Horoshevo-Mnevniki;Shelepihinskaja naberezhnaja;Shelepiha
ALVO Group;Агентство недвижимости;Moskva;5;41;1;41.0;693902.0;28450000;2022;15.0;15.0;Horoshevskij;Leningradskij prospekt;Dinamo
MR Group;Застройщик;Moskva;21;46;1;38.3;746877.0;28605421;2023;10.0;;Danilovskij;Dubininskaja;Serpuhovskaja
ЕГСН Продажа;Агентство недвижимости;Moskva;24;24;1;39.3;735368.0;28900000;2020;15.0;15.0;Horoshevskij;Horoshevskoe shosse;Polezhaevskaja
МИЦ;Застройщик;Moskva;7;10;1;202.0;142667.0;28818816;2023;14.0;;Zamoskvorech'e;Stremjannyj pereulok;Paveletskaja
GloraX;Застройщик;Moskva;5;21;1;54.3;530570.0;28809999;2024;14.0;28.0;Begovoj;1-ja Jamskogo Polja;Belorusskaja
Optima Development;Застройщик;Moskva;16;41;1;40.7;706114.0;28738853;2022;;9.0;Horoshevskij;Leningradskij prospekt;Aeroport
Forma;Застройщик;Moskva;3;26;1;46.68;616386.0;28772945;2025;12.0;17.0;Presnenskij;;Belorusskaja
Kalinka Group;Агентство недвижимости;Moskva;4;5;1;27.0;1070370.0;28900000;1876;;;Tverskoj;Petrovka;Trubnaja
Whitewill;Агентство недвижимости;Moskva;15;21;1;40.8;710784.0;29000000;2023;35.0;;Basmannyj;Zemljanoj Val;
Hutton Development;Застройщик;Moskva;5;8;1;48.73;636158.0;31000000;2023;12.0;22.0;Gagarinskij;;Leninskij prospekt
Optima Development;Застройщик;Moskva;2;40;1;41.4;805000.0;33327038;2021;;4.0;Horoshevskij;Leningradskij prospekt;TsSKA
St Michael;Застройщик;Moskva;21;21;1;55.0;625784.0;34418160;2023;;;Horoshevskij;Zorge;Zorge
PEOPLE;Агентство недвижимости;Moskva;5;6;1;28.18;1224272.0;34500000;2023;;;Hamovniki;Zubovskaja;Park Kul'tury
MR Group;Застройщик;Moskva;33;41;1;56.7;617530.0;35013951;2023;41.0;;Ramenki;;Delovoj tsentr
Фаворит групп;Агентство недвижимости;Moskva;6;11;1;54.5;642201.0;35000000;1963;31.0;11.0;Hamovniki;Rostovskaja naberezhnaja;Kievskaja
ALVO Group;Агентство недвижимости;Moskva;5;20;1;42.5;846823.0;35990000;2020;27.0;10.0;Presnenskij;Mantulinskaja;Vystavochnaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;3;5;1;42.0;885714.0;37200000;1876;;;Tverskoj;Petrovka;Trubnaja
Пионер;Застройщик;Moskva;16;32;1;59.2;634990.0;37591408;2025;;;Danilovskij;;Paveletskaja
Unique;Агентство недвижимости;Moskva;2;22;1;46.0;830257.0;38191843;2020;;;Akademicheskij;Novocheremushkinskaja;Akademicheskaja
Пионер;Застройщик;Moskva;18;32;1;58.1;680366.0;39529322;2025;;;Danilovskij;;Paveletskaja
PEOPLE;Агентство недвижимости;Moskva;3;7;1;69.2;570809.0;39500000;2016;;;Zamoskvorech'e;Sadovnicheskaja;Novokuznetskaja
VESPER;Застройщик;Moskva;2;21;1;202.0;202455.0;40896000;2023;;;Presnenskij;Zhiloj Laki kv-l;Ulitsa 1905 goda
Whitewill Москва-Сити;Агентство недвижимости;Moskva;26;67;1;72.0;597222.0;43000000;;40.0;6.0;Presnenskij;1-j Krasnogvardejskij proezd;Delovoj tsentr
VESPER;Застройщик;Moskva;2;21;1;202.0;225940.0;45640000;2023;;15.0;Presnenskij;Zhiloj Laki kv-l;Ulitsa 1905 goda
Capital Group;Застройщик;Moskva;11;18;1;52.4;910000.0;47684000;2025;;;Dorogomilovo;;Kievskaja
Донстрой;Застройщик;Moskva;2;12;1;71.9;678900.0;48812910;2024;22.0;20.0;Ramenki;Kinematograficheskij kv-l;Michurinskij prospekt
Capital Group;Застройщик;Moskva;12;17;1;48.1;1040000.0;50024000;2025;;;Dorogomilovo;;Kievskaja
КомиссиON ВТБ;Агентство недвижимости;Moskva;12;13;1;79.4;629722.0;50000000;2016;;10.0;Presnenskij;Bol'shaja Sadovaja;
Whitewill;Агентство недвижимости;Moskva;3;21;1;56.58;918367.0;51961230;2023;36.0;10.0;Presnenskij;2-ja Zvenigorodskaja;Ulitsa 1905 goda
Capital Group;Застройщик;Moskva;10;17;1;60.1;880000.0;52888000;2025;;;Dorogomilovo;;Kievskaja
Центр-Инвест;Застройщик;Moskva;3;9;1;65.6;861681.0;56526339;2021;38.0;9.0;Taganskij;Serebrjanicheskij pereulok;Kitaj-gorod
Времена года;Агентство недвижимости;Moskva;5;14;1;61.97;919799.0;57000000;2022;;;Hamovniki;Usacheva;Sportivnaja
GRAVION;Застройщик;Moskva;3;9;1;53.2;1073463.0;57108242;2023;;;Jakimanka;Leninskij prospekt;Oktjabr'skaja
Центр-Инвест;Застройщик;Moskva;5;9;1;62.4;969295.0;60484070;2021;38.0;7.0;Taganskij;Serebrjanicheskij pereulok;Kitaj-gorod
KR Properties;Застройщик;Moskva;4;5;1;61.5;978400.0;60171600;2023;14.0;34.0;Hamovniki;Zubovskaja;Park Kul'tury
БАЛЧУГ РЕЗИДЕНС;Представитель застройщика;Moskva;6;7;1;66.4;949999.0;63080000;2016;;;Zamoskvorech'e;;Novokuznetskaja
Whitewill;Агентство недвижимости;Moskva;4;8;1;57.0;1149122.0;65500000;2023;18.0;24.0;Taganskij;Bol'shoj Nikolovorobinskij pereulok;Chkalovskaja
Центр-Инвест;Застройщик;Moskva;6;9;1;62.5;1088504.0;68031500;2021;39.0;7.0;Taganskij;Serebrjanicheskij pereulok;Kitaj-gorod
Valartis Group;Застройщик;Moskva;2;5;1;72.9;999999.0;72900000;2019;;;Arbat;Arbat;Smolenskaja
Времена года;Агентство недвижимости;Moskva;6;13;1;71.1;1040787.0;74000000;;37.0;12.0;Hamovniki;Usacheva;Sportivnaja
WE KNOW;Представитель застройщика;Moskva;3;6;1;87.0;870000.0;75690000;2021;17.0;32.0;Hamovniki;Usacheva;Sportivnaja
KR Properties;Застройщик;Moskva;4;5;1;76.6;1040000.0;79664000;2023;18.0;31.0;Hamovniki;Zubovskaja;Park Kul'tury
Valartis Group;Застройщик;Moskva;6;8;1;111.6;720000.0;80352000;2019;;;Arbat;Arbat;Arbatskaja
Центр-Инвест;Застройщик;Moskva;4;7;1;62.86;1397770.0;87863885;2022;21.0;24.0;Jakimanka;pereulok 2-j Hvostov;Poljanka
WE KNOW;Представитель застройщика;Moskva;5;6;1;84.4;1054500.0;88999800;2021;17.0;32.0;Hamovniki;Usacheva;Sportivnaja
WE KNOW;Представитель застройщика;Moskva;5;6;1;86.3;1054500.0;91003350;2021;17.0;32.0;Hamovniki;Usacheva;Sportivnaja
Sminex-Интеко;Застройщик;Moskva;1;5;1;45.58;2115840.0;96440000;2024;24.0;;Tverskoj;;Ploschad' Revoljutsii
Ramenky Realty;Агентство недвижимости;Moskva;4;8;1;94.0;1063829.0;100000000;2009;;28.0;Hamovniki;pereulok Hilkov;Kropotkinskaja
Whitewill Москва-Сити;Агентство недвижимости;Moskva;37;86;1;170.0;676470.0;115000000;2016;;;Presnenskij;1-j Krasnogvardejskij proezd;Delovoj tsentr
Sminex-Интеко;Застройщик;Moskva;3;8;1;65.1;2311981.0;150510000;2024;15.0;26.0;Jakimanka;;Tret'jakovskaja
Sminex-Интеко;Застройщик;Moskva;5;14;1;67.2;2469642.0;165960000;2024;16.0;31.0;Jakimanka;;Tret'jakovskaja
VSN Realty;Представитель застройщика;Moskva;13;19;1;43.7;324194.0;14167296;2024;;;Bogorodskoe;3-ja Grazhdanskaja;Bul'var Rokossovskogo
VSN Realty;Представитель застройщика;Moskva;4;19;1;40.6;344412.0;13983133;2024;;;Bogorodskoe;3-ja Grazhdanskaja;Bul'var Rokossovskogo
VSN Realty;Представитель застройщика;Moskva;15;19;1;42.9;323842.0;13892860;2024;;;Bogorodskoe;3-ja Grazhdanskaja;Bul'var Rokossovskogo
А101;Застройщик;Moskva;15;16;1;37.0;316517.0;11711146;2024;13.0;12.0;;;Ulitsa Skobelevskaja
БОН ТОН РИЭЛТИ;Агентство недвижимости;Moskva;17;26;1;38.5;264935.0;10200000;2022;14.0;10.0;Chertanovo Juzhnoe;Varshavskoe shosse;Lesoparkovaja
Владис;Агентство недвижимости;Moskva;3;9;1;33.1;246223.0;8150000;1971;18.0;7.0;Vostochnoe Degunino;Dubninskaja;Degunino
ГОРОБМЕН;Агентство недвижимости;Moskva;9;9;1;31.7;487381.0;15450000;1964;18.0;6.0;Jakimanka;Bol'shaja Jakimanka;Oktjabr'skaja
Владис;Агентство недвижимости;Moskva;1;3;1;35.9;125348.0;4500000;2018;18.0;11.0;;;Salar'evo
МСК Недвижимость;Агентство недвижимости;Moskva;1;2;1;27.4;177135.0;4853504;;19.0;3.0;Veshnjaki;alleja Pervoj Maevki;Rjazanskij prospekt
Ордер;Агентство недвижимости;Moskva;4;7;1;33.56;148000.0;4966880;2023;12.0;10.0;;;Rasskazovka
Зоя Милакова;Риелтор;Moskva;1;2;1;15.4;324025.0;4990000;;14.0;1.0;Sokolinaja gora;Vol'naja;Semenovskaja
Delta estate;Агентство недвижимости;Moskva;2;5;1;15.0;339500.0;5092500;1960;11.0;;Schukino;Marshala Koneva;Panfilovskaja
Физическое лицо;Собственник;Moskva;1;5;1;32.0;164062.0;5250000;2021;18.0;10.0;;;Filatov Lug
Азбука Жилья;Агентство недвижимости;Moskva;1;7;1;24.6;215447.0;5300000;2021;10.0;8.0;;;Rasskazovka
Центральный Департамент Недвижимости;Агентство недвижимости;Moskva;2;21;1;27.0;196296.0;5300000;2015;15.0;9.0;;;Ostaf'evo
Ордер;Агентство недвижимости;Moskva;6;9;1;42.5;130000.0;5525000;2023;20.0;9.0;;;Rasskazovka
Физическое лицо;Собственник;Moskva;4;5;1;30.9;187702.0;5800000;1971;17.0;6.0;;;Ostaf'evo
Этажи Москва;Агентство недвижимости;Moskva;5;9;1;31.9;186520.0;5950000;1965;;7.0;Matushkino;Zelenograd;
Ордер;Агентство недвижимости;Moskva;6;7;1;43.14;138000.0;5953320;2023;20.0;9.0;;;Rasskazovka
Владис;Агентство недвижимости;Moskva;1;7;1;33.0;181818.0;6000000;1956;15.0;3.0;Juzhnoportovyj;6-ja Kozhuhovskaja;Kozhuhovskaja
Юлия Плотникова;Риелтор;Moskva;3;5;1;31.3;191693.0;6000000;1974;17.0;6.0;;;Scherbinka
Спецтехнология;Агентство недвижимости;Moskva;2;9;1;33.9;185840.0;6300000;1978;19.0;6.0;Vostochnyj;pos. Akulovo;Medvedkovo
Манхэттен эстейт;Агентство недвижимости;Moskva;2;3;1;45.8;139737.0;6400000;2020;22.0;12.0;;;Salar'evo
Манхэттен эстейт;Агентство недвижимости;Moskva;2;3;1;45.9;141612.0;6500000;2020;22.0;12.0;;;Salar'evo
ПИК;Застройщик;Moskva;4;25;1;32.0;205212.0;6566784;2024;12.0;10.0;Krjukovo;Zelenograd;Nahabino
АН Октябрьская;Агентство недвижимости;Moskva;1;14;1;39.4;167487.0;6599000;1991;20.0;9.0;Krjukovo;Zelenograd;
ROOMS Real Estate;Агентство недвижимости;Moskva;1;4;1;23.1;285714.0;6600000;;15.0;3.0;Veshnjaki;alleja Pervoj Maevki;Rjazanskij prospekt
i-deal;Агентство недвижимости;Moskva;5;16;1;20.9;318181.0;6650000;2021;11.0;4.0;;;Kommunarka
Олеся Пак;Риелтор;Moskva;4;4;1;31.5;211111.0;6650000;1964;18.0;6.0;;;Ol'hovaja
ПИК;Застройщик;Moskva;20;25;1;31.9;210700.0;6721330;2024;9.0;15.0;Krjukovo;Zelenograd;Pjatnitskoe shosse
МИЦ-Столичный ипотечный центр недвижимости;Агентство недвижимости;Moskva;3;12;1;32.0;191781.0;6137000;2021;11.0;10.0;;;Ol'hovaja
Самолет Плюс;Агентство недвижимости;Moskva;6;9;1;36.1;155124.0;5600000;1984;17.0;9.0;;;Salar'evo
Физическое лицо;Собственник;Moskva;3;14;1;41.5;156626.0;6500000;1994;23.0;8.0;Krjukovo;Zelenograd;
Физическое лицо;Собственник;Moskva;1;14;1;31.0;162903.0;5050000;1992;11.0;8.0;Krjukovo;Zelenograd;
GloraX;Застройщик;Moskva;5;21;2;77.85;437636.0;34069999;2024;30.0;27.0;Begovoj;1-ja Jamskogo Polja;Belorusskaja
Sminex-Интеко;Застройщик;Moskva;3;5;2;67.07;2235425.0;149930000;2024;38.0;;Tverskoj;;Ploschad' Revoljutsii
Sminex-Интеко;Застройщик;Moskva;8;8;2;116.5;5081888.0;592040000;2024;34.0;39.0;Jakimanka;;Tret'jakovskaja
Владимир Натяжкин;Риелтор;Moskva;10;22;2;60.3;273416.0;16487000;2022;25.6;21.6;Schukino;Bol'shoj Volokolamskij proezd;Streshnevo
ANT Development;Застройщик;Moskva;20;32;2;50.8;882492.0;44830642;2023;30.0;;Dorogomilovo;Poklonnaja;Park Pobedy
СТАТУС;Агентство недвижимости;Moskva;4;45;2;79.7;190950.0;15218715;2013;43.0;10.1;Birjulevo Vostochnoe;Mihnevskaja;Pokrovskoe
Группа Эталон;Застройщик;Moskva;3;17;2;73.6;331987.0;24434257;2024;;;Danilovskij;;ZIL
MR Group;Застройщик;Moskva;3;17;2;65.8;518200.0;34097560;2023;;5.0;Begovoj;Severnyj ao;Belorusskaja
СТАТУС;Агентство недвижимости;Moskva;35;45;2;75.7;216000.0;16351200;2013;29.8;10.4;Birjulevo Vostochnoe;Mihnevskaja;Tsaritsyno
КВАРТА-18;Агентство недвижимости;Moskva;4;5;2;47.6;658916.0;31364422;1894;29.1;;Tverskoj;Tverskaja;Pushkinskaja
Sminex-Интеко;Застройщик;Moskva;4;6;2;80.9;2275896.0;184120000;2025;15.0;33.0;Basmannyj;Potapovskij pereulok;Chistye prudy
Аеон-Девелопмент;Застройщик;Moskva;13;45;2;73.4;509750.0;37415683;2026;;;Dorogomilovo;Kutuzovskij proezd;Fili
Группа Родина;Застройщик;Moskva;2;21;2;61.0;447278.0;27284000;2024;26.0;;Rostokino;Sel'skohozjajstvennaja;Botanicheskij sad
Физическое лицо;Собственник;Moskva;9;24;2;68.5;474452.0;32500000;2021;33.0;17.6;Fili-Davydkovo;Kastanaevskaja;Kuntsevskaja
MR Group;Застройщик;Moskva;3;41;2;60.8;586917.0;35684584;2023;;;Ramenki;1-j Setun'skij proezd;Luzhniki
Донстрой;Застройщик;Moskva;6;13;2;80.5;534000.0;42987000;2023;;;Horoshevo-Mnevniki;Zhiloj kompleks ostrov;Terehovo
Whitewill;Агентство недвижимости;Moskva;23;23;2;61.6;570000.0;35112000;2020;28.6;14.6;Horoshevskij;Horoshevskoe shosse;Horoshevskaja
ANT Development;Застройщик;Moskva;4;11;2;202.0;328226.0;66301670;2023;;;Dorogomilovo;;Park Pobedy
Whitewill;Агентство недвижимости;Moskva;18;25;2;49.0;459183.0;22500000;2022;35.0;7.0;Ramenki;Lobachevskogo;Amin'evskaja
Whitewill;Агентство недвижимости;Moskva;17;25;2;48.0;447916.0;21500000;2022;35.0;7.0;Ramenki;Lobachevskogo;Amin'evskaja
Whitewill;Агентство недвижимости;Moskva;6;15;2;49.2;481707.0;23700000;2021;26.9;12.6;Ramenki;prospekt Generala Dorohova;Minskaja
VESPER;Застройщик;Moskva;5;21;2;202.0;501755.0;101354550;2023;;34.0;Presnenskij;Kostikova;Ulitsa 1905 goda
Absolute Premium;Застройщик;Moskva;10;18;2;66.2;745347.0;49342000;2026;23.0;;Hamovniki;Luzhnetskaja naberezhnaja;Vorob'evy gory
Физическое лицо;Собственник;Moskva;11;25;2;97.0;339175.0;32900000;2005;50.4;21.0;Ochakovo-Matveevskoe;Nezhinskaja;Davydkovo
ASTERUS;Застройщик;Moskva;10;28;2;56.5;324050.0;18308825;2025;;;Pokrovskoe-Streshnevo;;Spartak
